Index,Name,Date,Longitude,Latitude,Navy,Description,Cause
130,Zhemchug,28/10/1914,2.872258,100.733459, Imperial Russian Navy , World War I: Battle of Penang : The Izumrud -class cruiser was torpedoed and sunk off the Straits Settlement by SMS Emden ( Kaiserliche Marine ) with the loss of 89 of her 354 crew.,torpedo
131,Donetz,29/10/1914,46.66861,30.81667, Imperial Russian Navy , World War I : The gunboat was sunk at Odessa by Ottoman Navy gunboats.,unspecified
132,Kazbek,29/10/1914,44.780023,35.122577, Russia , World War I: The cargo ship struck two mines and sank in the Black Sea off the Takil Lighthouse with some loss of life.,mine
133,Kubanetz,29/10/1914,46.66861,30.81667, Imperial Russian Navy , World War I: The gunboat was sunk at Odessa by Ottoman Navy gunboats.,unspecified
134,Our Tom,29/10/1914,54.7257902127535,-1.07014421117726, United Kingdom , World War I: The trawler struck a mine and sank in the North Sea 25 nautical miles (46 km) south east of the mouth of the River Tyne with the loss of two of her crew.,mine
135,Rosella,29/10/1914,51.8060034925769,2.21927751026711, United Kingdom ," World War I: The trawler struck a mine and sank in the North Sea 45 nautical miles (83 km) south east of Southwold , Suffolk with the loss of three of her crew.",mine
136,Yalta,29/10/1914,44.780023,35.122577, Russia , World War I: The passenger ship struck a mine and sank in the Black Sea off the Takil Lighthouse.,mine
137,HMHS Rohilla,30/10/1914,54.489087,-0.586606, United Kingdom ," HMHS Rohilla ( Red Cross ): The hospital ship struck Whitby Rock, off Saltwick , Yorkshire and sank with the loss of 85 of the 229 people on board. Survivors were rescued by Bradford , Henry Vernon , John Fielden , Queensbury , Robert and Mary Ellis and William Riley of Birmingham and Leamington (all Royal National Lifeboat Institution ).",ran aground
138,Frederica,01/11/1914,44.716977,37.794324, United Kingdom ," World War I : The cargo ship was shelled and set afire at Novorossisk , Russia by Hamidiye ( Ottoman Navy ). She was consequently scuttled.",shelled
139,HMS Good Hope,01/11/1914,-35.60278,-72.64306, Royal Navy , World War I: Battle of Coronel : The Drake -class cruiser was shelled and sunk in the Pacific Ocean off the coast of Chile by SMS Scharnhorst ( Kaiserliche Marine ) with the loss of all 900 crew.,shelled
140,HMS Monmouth,01/11/1914,-35.60278,-72.64306, Royal Navy , World War I: Battle of Coronel : The Monmouth -class cruiser was shelled and sunk in the Pacific Ocean off the coast of Chile by SMS Gneisenau and SMS Nürnberg (both Kaiserliche Marine ) with the loss of all 678 crew.,shelled
141,SMS Kaiserin Elisabeth,02/11/1914,36.13334,120.2333, Austro-Hungarian Navy ," World War I : The Kaiser Franz Joseph I -class cruiser was scuttled at Tsingtao , China.",scuttled
142,Copious,03/11/1914,52.67805,1.974167, United Kingdom ," World War I : The drifter struck a mine and sank in the North Sea off Great Yarmouth , Norfolk with the loss of nine of her ten crew.",mine
143,HMS D5,03/11/1914,52.7675,1.726111, Royal Navy , World War I: The D-class submarine struck a mine and sank in the North Sea off Great Yarmouth with the loss of twenty of her 25 crew.,mine
144,Fraternal,03/11/1914,52.7675,1.726111, United Kingdom , World War I: The drifter struck a mine and sank in the North Sea off Great Yarmouth with the loss of six of her ten crew.,mine
145,HMT Ivanhoe,03/11/1914,55.99722,-3.393611, Royal Navy ," The naval trawler ran aground and was wrecked off Leith , Lothian.",unspecified
146,Will and Maggie,03/11/1914,52.800571463535,1.95582469452874, United Kingdom ," World War I: The trawler struck a mine and sank in the North Sea 17 nautical miles (31 km) north east by north of Lowestoft , Suffolk with the loss of three of her crew.",mine
147,HMS Hood,04/11/1914,50.583169,-2.425161, Royal Navy ," World War I : The Royal Sovereign -class battleship was sunk as a blockship in Portland Harbour , Dorset.",unspecified
148,SMS Yorck,04/11/1914,53.766356,8.220995, Kaiserliche Marine ," World War I : The Roon -class cruiser struck a mine in the North Sea off Wilhelmshaven , Lower Saxony and sank with the loss of 336 of her 629 crew.",mine
149,HMT Mary,05/11/1914,52.94028,1.517778, Royal Navy ," World War I : The naval trawler struck a mine and sank in the North Sea off Cromer , Norfolk with the loss of eight of her fourteen crew. Survivors were rescued by HMT Columbia and HMT Driversunk (both Royal Navy ).",mine
150,SMS T25,06/11/1914,56,3, Kaiserliche Marine , The S7 -class torpedo boat collided with SMS T72 ( Kaiserliche Marine ) and sank in the North Sea.,collision
151,SMS Emden,09/11/1914,4.167222,73.5, Kaiserliche Marine , World War I: Battle of Cocos : The Dresden -class cruiser was shelled and damaged in the Indian Ocean by HMAS Sydney ( Royal Australian Navy ). She was beached on North Keeling Island with the loss of 134 of her 360 crew.,shelled
152,Speculator,10/11/1914,52.55416,1.761111, United Kingdom , World War I : The fishing smack struck a mine and sank in the North Sea off the coast of Norfolk with the loss of five of her crew.,mine
153,HMS Niger,11/11/1914,51.224873,1.441250, Royal Navy ," World War I : The minesweeper was torpedoed and sunk in the English Channel off Deal, Kent by SM U-12 ( Kaiserliche Marine ) with the loss of a crew member.",submarine
154,North Wales,16/11/1914,-37.2976828013751,-75.8801827631122, United Kingdom ," World War I : The cargo ship was scuttled in the Pacific Ocean 360 nautical miles (670 km) south west of Valparaiso , Chile by SMS Dresden ( Kaiserliche Marine ).",scuttled
155,SMS Friedrich Carl,17/11/1914,55.86945,21.16139, Kaiserliche Marine ," World War I : The Prinz Adalbert -class cruiser struck a mine in the Baltic Sea off Memel , East Prussia and sank with the loss of eight of her 586 crew.",mine
156,Seymolicus,18/11/1914,52.55416,1.761111, United Kingdom , World War I: The trawler struck a mine and sank in the North Sea off the coast of Norfolk with the loss of nine of her crew.,mine
157,Lord Carnarvon,20/11/1914,52.67805,1.974167, United Kingdom ," World War I : The trawler struck a mine and sank in the North Sea off Great Yarmouth , Norfolk with the loss of ten of her crew.",mine
158,HMT Spider,21/11/1914,52.56861,1.800833, Royal Navy ," The naval trawler was driven ashore at Lowestoft , Suffolk and was wrecked. All thirteen crew were rescued by the lifeboat Kentwell ( Royal National Lifeboat Institution ).",unspecified
159,HMT Condor,22/11/1914,56,3, Royal Navy , World War I : The naval trawler struck a mine and sank in the North Sea.,mine
160,Nulifer,22/11/1914,43.249840,28.283228, Turkish Navy , Sunk by a Bulgarian mine in the Black Sea near Rila.,mine
161,Malachite,23/11/1914,49.7644850739605,0.300896923540681, United Kingdom ," World War I : The coaster was shelled and sunk in the English Channel 4 nautical miles (7.4 km) north by west of Cap de la Heve , Seine-Maritime , France by SM U-21 ( Kaiserliche Marine ). Her crew survived.",submarine
162,SMS S124,23/11/1914,56,3, Kaiserliche Marine , World War I: The destroyer was rammed and damaged in the North Sea by Anglo-Dane ( United Kingdom ) and was consequently beached on the Swedish coast.,ran aground
163,HMS D2,25/11/1914,53.65,6.6, Royal Navy ," World War I : The D-class submarine was rammed and sunk by a German patrol boat off Borkum , Denmark with the loss of all 25 crew.",collision
164,HMS Bulwark,26/11/1914,51.446285,0.767283, Royal Navy ," HMS Bulwark The Formidable -class battleship was sunk in the River Medway off Sheerness , Kent by an internal explosion with the loss of 738 of her 750 crew.",unspecified
165,Primo,26/11/1914,50.0209189060208,0.355836246511762, United Kingdom ," The cargo ship was shelled and sunk in the English Channel 6 nautical miles (11 km) north west by north of Cap d'Antifer , Seine-Maritime , France by SM U-21 ( Kaiserliche Marine ). Her crew survived.",submarine
166,Khartoum,27/11/1914,53.5300766123993,0.548460572461402, United Kingdom ," World War I : The cargo ship struck a mine and sank in the North Sea 20 nautical miles (37 km) east south east of Spurn Point , Yorkshire.",mine
167,Drummuir,02/12/1914,-55.8848225818932,-66.0000730237889, United Kingdom ," World War I : The sailing vessel was scuttled in the Atlantic Ocean 70 nautical miles (130 km) east by north of Cape Horn , Chile by SMS Leipzig ( Kaiserliche Marine ).",scuttled
168,HMT Tom Tit,02/12/1914,57.59611,-1.969722, Royal Navy ," The naval trawler was wrecked at Peterhead , Aberdeenshire   ",unspecified
169,Bellevue,04/12/1914,47.5,-8.5, United Kingdom , World War I : The cargo ship was captured and scuttled in the Atlantic Ocean by SMS Kronprinz Wilhelm ( Kaiserliche Marine ).,scuttled
170,Charcas,05/12/1914,-35.1817638489333,-72.4518235625854, United Kingdom ," World War I : The cargo ship was captured and scuttled in the Pacific Ocean 70 nautical miles (130 km) south by west of Valparaiso , Chile by SMS Prinz Eitel Friedrich ( Kaiserliche Marine ).",scuttled
171,SMS Gneisenau,08/12/1914,-51.8,-59.46667, Kaiserliche Marine , World War I : Battle of the Falkland Islands : The Scharnhorst -class cruiser was shelled and sunk in the Atlantic Ocean off the Falkland Islands by HMS Inflexible ( Royal Navy ) with the loss of 598 of her 764 crew.,shelled
172,SMS Leipzig,08/12/1914,-51.8,-59.46667, Kaiserliche Marine , World War I: Battle of the Falkland Islands : The Bremen -class cruiser was shelled and sunk in the Atlantic Ocean off the Falkland Islands by HMS Cornwall and HMS Glasgow (both Royal Navy ) with the loss of 270 of her 288 crew.,shelled
173,SMS Nürnberg,08/12/1914,-51.8,-59.46667, Kaiserliche Marine , World War I: Battle of the Falkland Islands : The Königsberg -class cruiser was shelled and sunk in the Atlantic Ocean off the Falkland Islands by HMS Kent ( Royal Navy ) with the loss of 327 of her 334 crew.,shelled
174,SMS Scharnhorst,08/12/1914,-51.8,-59.46667, Kaiserliche Marine , SMS Scharnhorst World War I: Battle of the Falkland Islands : The Scharnhorst -class cruiser was shelled and sunk in the Atlantic Ocean off the Falkland Islands by HMS Inflexible ( Royal Navy ) with the loss of all 860 crew.,shelled
175,Earl Howard,11/12/1914,54.9295467355144,1.09078775386727, United Kingdom , World War I : The trawler struck a mine and sank in the North Sea 90 nautical miles (170 km) north east by north of the Spurn Lightship ( United Kingdom ) with the loss of nine of her crew.,mine
176,Ispolnitelni,12/12/1914,57.96889,19.25, Imperial Russian Navy ," The Lovki -class destroyer was sunk in the Baltic Sea off Gotland , Sweden by the explosion of her own mines.",mine
177,Kildalton,12/12/1914,-45.0812008770036,-79.6662386080849, United Kingdom ," World War I : The sailing vessel was scuttled in the Pacific Ocean 870 nautical miles (1,610 km) south west by south of Valparaiso , Chile by SMS Prinz Eitel Friedrich ( Kaiserliche Marine ).",scuttled
178,Letuchi,12/12/1914,57.96889,19.25, Imperial Russian Navy , The Lovki -class destroyer was sunk in the Baltic Sea off Gotland by the explosion of her own mines.,unspecified
179,Mesûdiye,13/12/1914,40.24889,26.51556, Ottoman Navy , World War I : The ironclad was torpedoed and sunk in the Dardanelles by HMS B11 ( Royal Navy ) with the loss of 37 of her 673 crew.,torpedo
180,Constance,16/12/1914,54.78583,-1.272778, United Kingdom ," World War I : The trawler was shelled and sunk in the North Sea off Hartlepool , County Durham by Kaiserliche Marine warships.",shelled
181,Elterwater,16/12/1914,54.2688900000905,-0.349881832, United Kingdom ," World War I: The cargo ship struck a mine and sank in the North Sea 3 nautical miles (5.6 km) east of Scarborough , Yorkshire with the loss of six of her crew.",mine
182,HMT Margaret,16/12/1914,68.561772, 0.763606, Royal Navy , The naval trawler was lost on this date.,unspecified
183,Princess Olga,16/12/1914,54.3170280409448,-0.44295526946927, United Kingdom , World War I: The cargo ship struck a mine and sank in the North Sea 5 nautical miles (9.3 km) east north east of Scarborough.,mine
184,Wayside Flower,16/12/1914,54.78583,-1.272778, United Kingdom , World War I: The trawler was shelled and sunk in the North Sea off Hartlepool by Kaiserliche Marine warships.,shelled
185,HMT Lorenzo,17/12/1914,58.96556,-3.369444, Royal Navy ," The naval trawler was wrecked in Hoy Sound , Orkney Islands.",unspecified
186,SM U-5,18/12/1914,51.45722,3.646111, Kaiserliche Marine , The Type U 5 submarine sank in the North Sea off the coast of Belgium with the loss of all 29 crew.,unspecified
187,HMT Orianda,19/12/1914,54.285,-0.5202778, Royal Navy ," World War I : The naval trawler struck a mine and sank in the North Sea off Scarborough , Yorkshire with the loss of a crew member. Survivors were rescued by HMS Brighton ( Royal Navy ).",mine
188,Tritonia,19/12/1914,55.7609015268266,-8.57006853010468, United Kingdom ," World War I: The cargo ship struck a mine and sank in the Atlantic Ocean 22 nautical miles (41 km) north west of Tory Island , County Donegal.",mine
189,Curie,20/12/1914,44.839034,13.776303, French Navy ," World War I : The Brumaire -class submarine was scuttled at Pula , Austria-Hungary . She was later refloated and entered service as U-14 ( Austro-Hungarian Navy ).",scuttled
190,HMT Garmo,20/12/1914,56,3, Royal Navy , World War I: The naval trawler struck a mine and sank in the North Sea with the loss of five of her crew.,mine
191,Ocana,23/12/1914,55.0621827612054,0.715085270732069, United Kingdom ," World War I : The trawler struck a mine and sank in the North Sea 75 nautical miles (139 km) north east by east of Flamborough Head , Yorkshire with the loss of nine of her crew.",mine
192,Oceana,24/12/1914,56,3, United Kingdom , World War I : The trawler struck a mine and sank in the North Sea with the loss of all but one of her crew.,mine
193,Eli,25/12/1914,56,3, Norway , World War I : The cargo ship struck a mine and sank in the North Sea . All sixteen people on board were rescued by Alistair ( United Kingdom ).,mine
194,Gem,25/12/1914,54.2525017415571,-0.471640718877882, United Kingdom ," World War I: The cargo ship struck a mine and sank in the North Sea 3.5 nautical miles (6.5 km) south east by east of Scarborough , North Riding of Yorkshire with the loss of ten of her crew.",mine
195,HMT Night Hawk,25/12/1914,68.561772, 0.763606, Royal Navy , The naval trawler was lost on this date.,unspecified
196,HMT Fair Isle,26/12/1914,NONE,NONE, Royal Navy , The naval trawler was lost on this date.,unspecified
197,Leersum,26/12/1914,54.36806,-0.3766667, Netherlands ," World War I : The cargo ship struck a mine and sank in the North Sea off Filey , Yorkshire , United Kingdom with the loss of two of her twenty crew.",mine
198,Linaria,26/12/1914,54.4063055527641,-0.360824873364775, United Kingdom , World War I: The cargo ship struck a mine and sank in the North Sea 2.5 nautical miles (4.6 km) north north east of Filey.,mine
